"day","tweetcount","WC","Analytic","Clout","Authentic","Tone","WPS","Sixltr","function","pronoun","ppron","i","we","you","shehe","they","ipron","article","prep","auxverb","adverb","conj","negate","verb_y","adj","compare","interrog","number","quant","affect","posemo","negemo","anx","anger","sad","social","family","friend","female","male","cogproc","insight","cause","discrep","tentat","certain","differ","percept","see","hear","feel","bio","body_y","health","sexual","ingest","drives","affiliation","achieve","power","reward","risk","focuspast","focuspresent","focusfuture","relativ","motion","space","time","work","leisure","home","money","relig","death","informal","swear","netspeak","assent","nonflu","filler "
"2017-08-29 00:00:00",4648,90746,396312.5800000035,276350.8700000008,72665.09000000016,127245.43000000241,67703.12999999999,127740.8700000007,112579.96999999922,19504.709999999977,10644.550000000072,2539.190000000004,1505.1999999999987,2590.439999999999,2028.3199999999968,1981.9599999999962,8860.980000000089,14343.560000000105,47597.76999999975,16733.580000000064,9310.240000000082,8944.670000000095,4105.57000000002,35915.52999999992,13467.700000000099,5686.150000000046,4426.620000000024,4069.2900000000127,4703.280000000037,23046.54999999992,7884.2400000001,15066.870000000094,1460.77,7781.7900000000955,742.9699999999995,22918.63999999994,387.93,771.2699999999995,610.4499999999999,3215.2700000000127,18463.45999999998,3007.4200000000064,3359.7900000000104,2530.1600000000003,4055.7500000000155,2685.1300000000033,5487.560000000041,11529.86000000009,8082.490000000122,2776.1400000000067,606.3899999999996,4791.360000000028,2618.2900000000013,608.7899999999998,1283.069999999998,287.59999999999997,25183.4099999999,5357.410000000047,3564.650000000013,14225.030000000084,2045.4799999999968,1751.4999999999986,10806.72000000011,19928.119999999937,2472.4900000000007,44576.04999999971,5937.84000000005,22739.7099999999,10597.090000000097,9686.640000000105,3868.800000000014,649.2699999999996,2267.9300000000044,1110.8899999999992,1170.8299999999997,27396.509999999438,619.3100000000001,25854.91999999944,854.7799999999993,451.0600000000002,63.959999999999994
"2017-08-30 00:00:00",3186,63018,265694.34999999753,191641.99999999953,53052.51000000004,93578.06000000008,47080.390000000014,88984.25000000036,81677.14999999966,15305.230000000063,8806.410000000074,2082.0599999999995,1104.5199999999993,2229.3399999999992,2010.1299999999965,1386.1099999999976,6499.250000000067,11167.66000000004,31179.680000000113,11936.27000000008,7940.66000000009,7490.97000000008,3361.7700000000127,25056.659999999938,9642.150000000089,4029.7400000000207,3263.060000000005,3648.6300000000274,3234.640000000014,17552.96000000012,6417.120000000074,11080.330000000122,1063.0099999999964,5479.380000000056,1188.4799999999964,17756.600000000035,337.53999999999996,476.3600000000001,606.9800000000001,2765.600000000018,15284.530000000115,2932.770000000005,2722.100000000001,1857.3699999999983,3162.5900000000124,1912.4299999999978,4640.660000000023,7638.6300000001065,5328.540000000068,1961.959999999998,307.78000000000003,3560.0000000000123,1259.509999999999,907.0299999999994,1214.429999999998,199.60999999999999,18817.020000000157,3884.0300000000157,2646.1900000000123,10803.48000000003,1677.0499999999986,1231.3399999999995,6940.550000000058,14687.6200000001,1755.0699999999956,29189.88999999985,2820.1300000000047,15965.860000000084,7791.570000000073,7810.680000000102,2278.769999999999,407.65000000000003,1038.4199999999994,751.5999999999995,1463.8599999999976,17957.13999999998,555.4199999999998,16692.340000000066,535.71,337.3699999999999,23.25
"2017-08-31 00:00:00",2448,48687,204018.9899999986,148885.76000000013,43524.08000000013,74533.58999999915,36055.6,67802.73000000003,65030.47000000013,11700.330000000084,7155.440000000062,1784.4799999999989,787.5099999999999,1642.6399999999992,1721.539999999998,1219.7399999999989,4545.460000000019,9153.29000000007,25154.040000000077,9839.410000000084,7102.29000000006,5153.21000000003,2356.4000000000015,20541.66000000004,7518.920000000066,3468.770000000014,2425.7599999999998,3603.380000000016,2372.2599999999984,13083.160000000113,5006.250000000039,8024.630000000052,613.5499999999997,4312.780000000014,832.7699999999996,14300.720000000132,310.8999999999999,397.64000000000016,472.54000000000013,2417.0399999999986,11615.840000000071,2090.469999999997,2192.669999999997,1494.489999999999,2327.9500000000003,1550.4699999999978,3251.7300000000073,5768.070000000057,3889.690000000012,1605.889999999998,226.40999999999997,2096.319999999999,511.87,376.22999999999996,987.1399999999993,167.35000000000002,15896.440000000155,3039.5500000000056,1944.1099999999958,9750.890000000076,1240.0999999999983,1232.5899999999986,6267.960000000046,10754.96000000007,1322.9699999999993,24451.020000000077,2941.710000000007,13559.970000000123,6127.150000000057,5896.720000000066,3071.3700000000035,209.90999999999997,684.3099999999993,445.76000000000005,890.7599999999996,13179.330000000087,277.27,12353.440000000108,361.1400000000001,193.35999999999996,36.93
"2017-09-01 00:00:00",4118,78967,349269.8500000005,235699.98000000016,50020.30000000019,88351.38000000008,58060.24999999995,116557.41000000093,91959.60000000033,16042.160000000102,8563.200000000066,1961.339999999998,1074.4199999999992,2311.8800000000015,1206.4399999999996,2014.5599999999968,7479.520000000056,10971.870000000092,38081.789999999826,13923.95000000012,8225.930000000084,8812.800000000103,3315.7800000000093,28228.72000000005,18634.85000000003,9970.210000000094,3534.4200000000083,4104.0900000000165,7991.610000000089,34129.63,10689.530000000099,23385.880000000063,3630.520000000019,10127.830000000085,1029.2599999999989,18207.969999999987,238.41,432.68000000000006,470.4099999999999,2082.359999999999,16565.28000000011,3063.610000000013,3123.0200000000054,2164.3299999999995,2938.450000000008,2089.889999999998,5228.000000000029,6636.320000000076,3987.650000000017,2173.1399999999985,441.22999999999996,2724.3500000000054,728.7399999999999,425.79999999999995,1099.8499999999985,415.4799999999999,39713.33999999969,4500.36000000002,1920.6699999999964,21497.040000000015,1645.2399999999996,11543.990000000058,8178.740000000072,17067.490000000067,1362.5299999999988,31605.70999999968,3629.0100000000184,18756.269999999946,7170.980000000065,10738.560000000085,2229.2499999999995,2466.7400000000016,656.3599999999998,671.0499999999998,1257.539999999999,25153.939999999377,689.2099999999996,23497.469999999386,802.8699999999993,355.61,52.559999999999995
"2017-09-02 00:00:00",2393,45598,200810.1099999985,135504.1999999998,32897.94000000003,65175.629999998506,34327.45999999999,67073.69000000006,54576.33000000016,10113.70000000006,5770.4300000000385,1374.2899999999997,959.6399999999994,1411.9099999999996,707.7899999999998,1317.0299999999997,4343.780000000012,6510.13000000004,21689.79000000006,8637.770000000053,5103.180000000027,5062.330000000029,2148.5299999999984,17364.700000000084,10547.48000000006,5388.430000000038,1879.4499999999978,2222.000000000002,4454.670000000028,17192.47000000008,6400.500000000061,10695.970000000056,1480.1599999999978,5276.2900000000345,441.03999999999996,10542.230000000069,252.04999999999995,380.01000000000005,409.3300000000001,1173.6199999999992,10816.320000000076,2026.1199999999972,1900.6099999999974,1160.3499999999997,1938.9899999999984,1599.6499999999996,3339.0900000000106,4133.210000000021,2732.9000000000046,927.6799999999998,431.81999999999994,3117.9900000000125,561.7199999999997,270.99999999999994,935.8699999999995,1330.58,20875.04999999995,2474.280000000003,1199.6399999999992,11808.08000000006,853.03,5505.75000000001,4768.550000000017,11293.900000000067,1888.6900000000007,18030.310000000078,2000.9999999999968,10114.520000000086,4920.480000000022,5515.250000000044,1023.9899999999996,792.5299999999997,518.81,368.8299999999999,859.0500000000004,15107.350000000077,499.88999999999993,14094.280000000083,395.4400000000001,269.43999999999994,15.32
"2017-09-03 00:00:00",1476,29271,122574.0799999997,87072.66999999991,22441.370000000043,47765.729999999334,21578.519999999997,42023.56000000008,37094.95000000005,7507.320000000037,4339.970000000011,1066.2099999999994,630.56,1082.4599999999994,609.5600000000002,951.42,3167.700000000006,5019.05000000002,13767.380000000077,5784.080000000024,3075.490000000003,3685.7700000000077,1283.9799999999984,11234.50000000006,5128.220000000025,2497.0900000000033,1435.7099999999994,1903.609999999998,1874.7899999999995,8801.340000000053,3599.1300000000065,5172.910000000033,871.459999999999,2768.1800000000085,276.62999999999994,7727.470000000034,127.51,264.16999999999996,263.0599999999999,842.3199999999997,7042.04000000004,1356.1899999999996,1393.6099999999983,732.1900000000002,1066.1499999999994,1034.7799999999993,2131.179999999998,2838.240000000005,1846.1599999999983,700.9500000000004,225.1599999999999,1846.1899999999985,600.6799999999997,247.07999999999987,671.5300000000001,330.7299999999998,9938.43000000004,1736.7499999999984,1032.3399999999995,5137.4600000000255,633.94,2262.1899999999996,3417.8500000000026,6848.9300000000385,695.2800000000003,12383.640000000052,1166.0299999999993,6885.380000000045,3293.000000000002,2836.150000000004,799.8499999999999,298.8099999999999,319.46000000000004,476.1,759.8599999999993,8313.630000000083,223.22999999999988,7728.290000000087,312.66,125.25000000000001,18.36
"2017-09-04 00:00:00",1397,27746,115669.59999999963,81348.16999999981,22616.159999999996,44101.90999999974,20639.780000000017,39563.85000000012,34473.06000000003,6724.210000000025,4109.000000000008,1030.8299999999997,715.2499999999999,963.8099999999994,644.12,755.2199999999997,2615.570000000001,5120.320000000029,12479.42000000005,5332.580000000023,2816.870000000003,3469.980000000008,1284.6499999999994,11390.86000000004,4776.54000000003,1971.969999999999,1183.4399999999994,1888.7599999999989,1509.9399999999991,8377.930000000035,3433.7500000000127,4908.330000000026,719.7999999999995,2851.85000000001,304.89999999999986,7272.110000000039,125.86999999999999,251.03,248.4399999999999,843.2699999999995,6649.010000000036,1246.3699999999992,1379.5699999999986,847.2099999999996,1086.4099999999996,808.8199999999997,2145.4400000000023,2818.210000000007,1856.7099999999996,684.5999999999998,288.80999999999995,1386.0799999999995,503.1199999999999,230.81999999999994,572.9899999999999,90.19999999999999,8685.330000000029,1793.6199999999988,1055.1399999999987,4381.930000000017,662.5099999999999,1556.8699999999985,3357.550000000007,7156.320000000038,600.1600000000001,12088.59000000005,1111.4399999999996,6468.540000000033,3540.3300000000086,3181.9700000000084,762.1499999999997,260.50999999999993,340.46,319.9199999999999,794.1699999999996,7890.06000000007,303.8099999999999,7232.550000000067,267.02,153.13,14.77
"2017-09-05 00:00:00",1210,23917,98530.54999999971,74611.64999999975,22672.460000000046,40631.769999999815,17715.630000000005,33342.510000000104,31297.57999999996,6707.440000000025,3924.580000000006,882.5100000000001,529.8000000000001,1063.7699999999998,765.3500000000001,683.3299999999996,2783.1200000000013,4177.860000000011,11519.990000000074,4847.530000000019,2615.980000000001,2616.470000000001,1124.3799999999992,9731.12000000005,3583.6700000000105,1783.8500000000008,1364.1499999999994,1357.0099999999986,1238.6399999999985,5754.540000000023,2490.5000000000036,3240.7100000000046,370.6899999999999,1667.9199999999983,244.01999999999987,7257.190000000031,179.56999999999994,378.3800000000001,277.63,1084.2599999999998,5438.8400000000165,1073.2199999999993,864.6199999999994,600.4600000000002,937.3499999999999,735.8299999999996,1799.119999999998,2212.070000000001,1548.949999999998,543.9699999999999,119.20999999999998,1424.89,437.0099999999999,277.35999999999996,503.1900000000003,187.07999999999996,6076.550000000018,1558.8099999999984,575.17,2789.150000000003,708.4999999999995,894.4399999999993,2689.4400000000046,5834.900000000021,626.15,11718.500000000064,1397.3499999999988,6437.300000000029,2949.700000000006,2263.0399999999986,836.0999999999993,95.88999999999999,376.55000000000007,507.0200000000001,441.90999999999997,6687.040000000053,210.26999999999998,6187.620000000057,216.90999999999997,103.04,41.79
"2017-09-06 00:00:00",2217,41693,196198.9699999987,142218.95999999947,34019.97000000019,70114.58999999863,32866.400000000016,65998.54000000012,46154.04999999999,7924.980000000045,4173.590000000008,841.6899999999999,735.1399999999994,1032.95,799.9499999999999,764.0900000000001,3747.5900000000074,6094.370000000046,21473.38000000011,5907.10000000002,3054.1400000000026,3048.680000000006,1416.899999999999,12820.330000000047,5449.890000000045,2773.63000000001,1343.0599999999981,2534.0600000000036,1813.2299999999993,8057.240000000063,3423.050000000006,4614.66000000003,1133.1599999999983,2165.85,249.56999999999996,12766.330000000084,231.7299999999999,283.73,481.21000000000004,882.2199999999999,7203.700000000041,1389.2599999999993,1440.3699999999988,958.1400000000002,1243.6499999999996,792.0299999999996,2277.4800000000005,3554.7900000000172,1764.369999999998,1452.2999999999995,320.75,2478.1700000000005,579.78,247.56999999999994,875.4599999999995,752.63,8420.750000000055,1932.4699999999978,898.0699999999999,4533.430000000022,790.04,799.1199999999992,3427.7800000000025,8356.480000000045,875.9100000000004,22490.96000000004,6851.95000000007,9869.23000000007,4745.120000000029,7424.200000000088,1133.6599999999992,389.4399999999999,375.0799999999998,322.5899999999999,614.7399999999997,13584.40000000009,237.15,13006.520000000086,345.99999999999983,152.43,22.95
"2017-09-07 00:00:00",1385,27446,118574.67999999964,85520.1699999997,23360.620000000054,46258.13999999957,21245.319999999992,38244.300000000105,33924.010000000024,6140.260000000028,3494.9600000000073,699.4,480.79,1006.6500000000003,728.8400000000004,579.5800000000002,2645.5600000000045,4758.900000000016,14358.240000000076,4964.590000000013,2442.939999999999,2366.4400000000005,1097.9499999999994,10407.48000000003,3591.9600000000114,1407.31,1295.459999999999,1940.6299999999992,1233.3299999999992,5826.660000000025,2625.180000000005,3184.180000000006,341.15,1851.6199999999992,220.45999999999987,7468.450000000041,284.26000000000005,162.9,524.81,735.6800000000003,5964.330000000033,1366.2399999999986,1205.3399999999992,807.1100000000001,1003.7299999999999,680.7199999999998,1575.0699999999988,2388.860000000003,1682.9299999999987,518.3700000000002,124.35999999999999,2116.0699999999983,445.41000000000014,263.27,893.2099999999994,502.08,6696.960000000042,1479.9499999999987,678.2199999999998,3543.9900000000084,717.63,751.3699999999993,3181.530000000008,6243.520000000035,756.2900000000001,13428.820000000067,2222.3900000000012,7274.080000000052,2614.8200000000015,2197.459999999998,863.6399999999998,236.17999999999998,321.0299999999999,564.5699999999998,670.9,8217.470000000085,187.7299999999999,7763.820000000092,245.02999999999983,80.09,18.98
"2017-09-08 00:00:00",1458,28210,123147.82999999974,83499.65999999977,21571.81000000002,47056.05999999958,21580.719999999998,40202.85000000008,35432.21000000011,6507.5400000000345,3689.1600000000044,960.2699999999995,473.9300000000001,821.6599999999999,903.7899999999995,529.7600000000002,2814.520000000002,5437.830000000031,13556.600000000077,5222.03000000002,2556.9100000000017,2828.6700000000037,1886.8299999999992,11759.550000000065,3576.3200000000156,1501.5899999999995,1238.339999999999,1446.269999999999,1076.8099999999993,7375.1800000000585,3023.5100000000093,4348.5600000000195,239.6699999999999,2360.0400000000022,624.4299999999996,7858.250000000036,196.23999999999995,210.84999999999997,482.5500000000002,887.0699999999998,6352.5700000000315,1061.019999999999,1118.8499999999988,1081.8299999999992,912.5899999999996,746.7999999999995,2154.6800000000003,1998.0299999999995,1331.9899999999998,507.06999999999994,122.84999999999997,2234.6700000000014,415.28,479.9900000000001,1147.8299999999986,303.7900000000001,7183.700000000051,1391.8099999999988,878.1199999999991,4161.0200000000195,492.41000000000014,742.8499999999997,3028.1600000000044,7735.58000000005,502.11999999999995,13291.450000000066,1690.6599999999976,7925.7300000000405,3027.2100000000078,1883.8799999999994,736.6099999999998,110.09999999999998,266.1899999999999,286.86999999999995,936.8499999999987,9186.900000000083,500.4399999999999,8244.990000000093,329.5,142.0,11.44
